date,game_id,home_team,away_team,home_score,away_score,home_win,total_runs,home_pitcher,home_pitcher_era,home_pitcher_whip,home_bullpen_era,home_ops,home_avg,home_slg,home_era,home_whip,home_last5,away_pitcher,away_pitcher_era,away_pitcher_whip,away_bullpen_era,away_ops,away_avg,away_slg,away_era,away_whip,away_last5
2024-09-02,746833,Chicago Cubs,Pittsburgh Pirates,3,5,0,8,Shawn Armstrong,4.84,1.4893617021276595,,0.71,0.24,0.394,3.8,1.1111111111111112,,Paul Skenes,2.23,0.9541284403669724,,0.675,0.236,0.373,4.13,0.8888888888888888,
2024-09-02,747155,Arizona Diamondbacks,Los Angeles Dodgers,6,11,0,17,Eduardo Rodriguez,5.33,1.394422310756972,,0.773,0.263,0.437,4.52,2.333333333333333,,Daniel Hudson,2.53,0.96045197740113,,0.77,0.255,0.439,3.86,1.7777777777777777,
2024-09-02,745619,Oakland Athletics,Seattle Mariners,5,4,1,9,Mason Miller,2.52,0.9022556390977444,5.2425,0.705,0.234,0.4,4.29,1.2222222222222223,,Troy Taylor,1.08,0.8641975308641976,4.853,0.667,0.216,0.364,3.53,0.875,
2024-09-02,745373,San Diego Padres,Detroit Tigers,3,0,1,3,Yuki Matsui,3.38,1.134020618556701,,0.744,0.265,0.417,4.0,0.8888888888888888,,Sean Guenther,1.35,0.4838709677419354,,0.684,0.233,0.387,3.74,1.0,
2024-09-01,745861,Minnesota Twins,Toronto Blue Jays,4,3,1,7,Michael Tonkin,3.9,1.2835820895522387,4.335000000000001,0.746,0.252,0.425,4.16,0.8888888888888888,"W, L, L, L, W",Ryan Burr,4.5,1.2727272727272727,6.2,0.707,0.241,0.394,4.34,1.25,"L, W, W, W, W"
2024-09-01,746183,Los Angeles Angels,Seattle Mariners,3,2,1,5,Victor Mederos,8.31,2.1951219512195124,4.13125,0.675,0.23,0.373,4.52,1.1111111111111112,,Troy Taylor,1.08,0.8641975308641976,3.89375,0.668,0.216,0.364,3.52,1.0,
2024-09-01,744806,Washington Nationals,Chicago Cubs,1,14,0,15,Jose A. Ferrer,4.15,1.1695906432748535,,0.688,0.245,0.377,4.32,2.333333333333333,,Shawn Armstrong,4.77,1.480865224625624,,0.71,0.24,0.394,3.79,0.7777777777777778,
2024-09-01,745292,San Francisco Giants,Miami Marlins,5,7,0,12,Mason Black,7.45,1.6753926701570678,,0.701,0.24,0.392,4.19,1.2222222222222223,,Jesus Tinoco,3.56,1.0631229235880395,,0.669,0.241,0.373,4.72,0.8888888888888888,
2024-09-01,745536,Philadelphia Phillies,Atlanta Braves,3,2,1,5,José Alvarado,4.3,1.3243761996161227,,0.746,0.257,0.42,3.67,0.9090909090909092,,Dylan Lee,1.89,1.055662188099808,,0.719,0.241,0.413,3.62,0.8823529411764707,
2024-09-01,747157,Arizona Diamondbacks,Los Angeles Dodgers,14,3,1,17,Eduardo Rodriguez,5.06,1.2322274881516586,,0.772,0.262,0.437,4.47,1.2222222222222223,,Daniel Hudson,2.53,0.96045197740113,,0.767,0.253,0.437,3.84,2.375,
2024-09-01,746347,Houston Astros,Kansas City Royals,7,2,1,9,Framber Valdez,3.11,1.1125916055962692,,0.739,0.261,0.419,3.7,1.3333333333333333,,Cole Ragans,3.46,1.1669770328988207,,0.733,0.255,0.421,3.93,1.375,
2024-09-01,745048,Tampa Bay Rays,San Diego Padres,3,4,0,7,Taj Bradley,4.35,1.227106227106227,,0.675,0.23,0.369,3.97,1.7777777777777777,,Yuki Matsui,3.38,1.134020618556701,,0.745,0.265,0.418,4.03,1.1111111111111112,
2024-09-01,744970,Texas Rangers,Oakland Athletics,6,4,1,10,José Ureña,3.72,1.3438735177865613,,0.682,0.238,0.377,4.26,1.8,,Mason Miller,2.52,0.9022556390977444,,0.705,0.234,0.4,4.29,1.6304347826086958,
2024-09-01,746669,Cincinnati Reds,Milwaukee Brewers,4,3,1,7,Emilio Pagán,4.25,1.3356164383561644,,0.705,0.232,0.399,4.18,0.4545454545454545,,Tobias Myers,3.0,1.1754385964912282,,0.738,0.253,0.407,3.63,1.3861386138613865,
2024-09-01,745701,New York Yankees,St. Louis Cardinals,7,14,0,21,Nestor Cortes,4.08,1.1761006289308176,3.918333333333333,0.774,0.251,0.44,3.82,2.555555555555556,,Steven Matz,6.18,1.7647058823529411,5.275000000000001,0.706,0.249,0.393,4.16,1.5555555555555556,
2024-09-01,746505,Colorado Rockies,Baltimore Orioles,1,6,0,7,Ryan Feltner,5.11,1.431818181818182,,0.708,0.245,0.401,5.53,1.4444444444444444,,Dean Kremer,4.51,1.3022813688212926,,0.757,0.251,0.442,3.94,0.8888888888888888,
2024-09-01,746426,Detroit Tigers,Boston Red Sox,4,1,1,5,Sean Guenther,1.35,0.4838709677419354,,0.685,0.233,0.388,3.75,0.8888888888888888,,Greg Weissert,3.83,1.484375,,0.755,0.256,0.433,4.12,0.5,
2024-09-01,746750,Chicago White Sox,New York Mets,0,2,0,2,Davis Martin,3.62,1.4018691588785046,,0.616,0.219,0.339,4.84,1.1111111111111112,,Luis Severino,3.96,1.26232741617357,,0.739,0.249,0.419,4.07,0.4444444444444444,
2024-09-01,746592,Cleveland Guardians,Pittsburgh Pirates,6,1,1,7,Eli Morgan,2.25,1.0357142857142858,,0.706,0.239,0.396,3.84,0.3333333333333333,,Paul Skenes,2.23,0.9541284403669724,,0.675,0.236,0.373,4.14,2.0,
2024-08-31,746751,Chicago White Sox,New York Mets,3,5,0,8,Davis Martin,3.62,1.4018691588785046,,0.618,0.22,0.34,4.86,1.5555555555555556,,Luis Severino,3.96,1.26232741617357,,0.741,0.249,0.42,4.1,1.3333333333333333,
2024-08-31,746590,Cleveland Guardians,Pittsburgh Pirates,0,3,0,3,Eli Morgan,2.25,1.0357142857142858,,0.703,0.238,0.394,3.87,1.4444444444444444,,Paul Skenes,2.23,0.9541284403669724,,0.678,0.237,0.375,4.13,0.6666666666666666,
2024-08-31,744808,Washington Nationals,Chicago Cubs,3,5,0,8,Jose A. Ferrer,4.6,1.3157894736842106,,0.69,0.245,0.378,4.26,1.0,,Shawn Armstrong,4.85,1.4890016920473772,,0.709,0.239,0.394,3.81,1.5555555555555556,
2024-08-31,746667,Cincinnati Reds,Milwaukee Brewers,4,5,0,9,Emilio Pagán,4.25,1.3356164383561644,,0.705,0.232,0.399,4.2,1.5555555555555556,,Tobias Myers,2.99,1.1285846438482887,,0.742,0.254,0.409,3.64,1.5555555555555556,
2024-08-31,746507,Colorado Rockies,Baltimore Orioles,7,5,1,12,Ryan Feltner,5.11,1.431818181818182,,0.709,0.245,0.402,5.52,1.1111111111111112,,Dean Kremer,4.51,1.3022813688212926,,0.757,0.251,0.442,3.96,1.625,
2024-08-31,747158,Arizona Diamondbacks,Los Angeles Dodgers,6,8,0,14,Eduardo Rodriguez,5.06,1.2322274881516586,5.148000000000001,0.769,0.261,0.435,4.49,2.111111111111111,"L, L, W, W, L",Ben Casparius,0.0,0.0,4.4175,0.768,0.254,0.438,3.77,0.8888888888888888,"W, L, W, W, W"
2024-08-31,746182,Los Angeles Angels,Seattle Mariners,5,4,1,9,Victor Mederos,8.31,2.1951219512195124,,0.675,0.231,0.373,4.54,1.5555555555555556,,Troy Taylor,1.23,0.8450704225352114,,0.668,0.216,0.364,3.52,0.9756097560975612,
2024-08-31,745296,San Francisco Giants,Miami Marlins,3,4,0,7,Mason Black,7.45,1.6753926701570678,,0.702,0.24,0.393,4.17,0.8888888888888888,,Jesus Tinoco,3.56,1.0631229235880395,,0.669,0.24,0.373,4.73,1.0,
2024-08-31,745532,Philadelphia Phillies,Atlanta Braves,3,0,1,3,Cristopher Sánchez,3.49,1.2763157894736843,,0.748,0.257,0.422,3.69,0.6666666666666666,,Dylan Lee,1.9,1.0576923076923077,,0.722,0.242,0.415,3.63,1.125,
2024-08-31,746424,Detroit Tigers,Boston Red Sox,2,1,1,3,Sean Guenther,1.35,0.4838709677419354,,0.687,0.234,0.389,3.77,0.5555555555555556,,Greg Weissert,3.83,1.484375,,0.757,0.257,0.435,4.12,1.25,
2024-08-31,746348,Houston Astros,Kansas City Royals,5,2,1,7,Framber Valdez,3.11,1.1125916055962692,,0.738,0.261,0.418,3.71,0.7777777777777778,,Cole Ragans,3.46,1.1669770328988207,,0.733,0.256,0.421,3.91,0.875,
2024-08-31,745050,Tampa Bay Rays,San Diego Padres,11,4,1,15,Taj Bradley,4.35,1.227106227106227,4.612222222222223,0.677,0.231,0.371,3.97,1.5555555555555556,"W, L, L, L, W",Yuki Matsui,3.38,1.134020618556701,3.467,0.746,0.265,0.419,4.04,2.125,"W, L, L, L, W"
2024-08-31,744971,Texas Rangers,Oakland Athletics,3,2,1,5,José Ureña,3.8,1.309278350515464,,0.682,0.238,0.377,4.27,0.6666666666666666,,Mason Miller,2.08,0.8461538461538461,,0.703,0.233,0.399,4.29,1.234567901234568,
2024-08-31,745859,Minnesota Twins,Toronto Blue Jays,0,15,0,15,Michael Tonkin,3.9,1.2835820895522387,4.263333333333334,0.746,0.252,0.425,4.17,3.0,,Ryan Burr,4.5,1.2727272727272727,5.171111111111111,0.71,0.242,0.396,4.34,0.5555555555555556,
2024-08-31,745699,New York Yankees,St. Louis Cardinals,5,6,0,11,Nestor Cortes,3.89,1.1419354838709677,,0.774,0.251,0.44,3.76,1.1111111111111112,,Kyle Leahy,3.74,0.9976798143851509,,0.7,0.247,0.389,4.15,1.4444444444444444,
2024-08-30,746593,Cleveland Guardians,Pittsburgh Pirates,10,8,1,18,Eli Morgan,2.36,0.9923664122137404,,0.705,0.239,0.395,3.87,1.5555555555555556,,Paul Skenes,2.23,0.9541284403669724,,0.679,0.237,0.376,4.16,2.25,
2024-08-30,747156,Arizona Diamondbacks,Los Angeles Dodgers,9,10,0,19,Eduardo Rodriguez,5.06,1.2322274881516586,,0.77,0.261,0.435,4.47,1.5555555555555556,,Daniel Hudson,2.53,0.96045197740113,,0.766,0.252,0.436,3.75,1.8888888888888888,
2024-08-30,744810,Washington Nationals,Chicago Cubs,6,7,0,13,Jose A. Ferrer,4.6,1.3157894736842106,,0.689,0.245,0.378,4.26,1.3333333333333333,,Daniel Palencia,7.11,2.1311475409836067,,0.71,0.239,0.395,3.82,1.2222222222222223,
2024-08-30,746184,Los Angeles Angels,Seattle Mariners,5,9,0,14,Victor Mederos,8.31,2.1951219512195124,5.16,0.673,0.231,0.371,4.54,1.7777777777777777,,Troy Taylor,1.23,0.8450704225352114,4.345,0.667,0.216,0.364,3.51,0.8888888888888888,
2024-08-30,745700,New York Yankees,St. Louis Cardinals,6,3,1,9,Nestor Cortes,3.89,1.1419354838709677,,0.774,0.251,0.44,3.75,1.1111111111111112,,Kyle Leahy,3.74,0.9976798143851509,,0.701,0.248,0.389,4.15,1.0,
2024-08-30,745862,Minnesota Twins,Toronto Blue Jays,2,0,1,2,Michael Tonkin,3.68,1.2272727272727273,,0.749,0.253,0.427,4.09,0.7777777777777778,,Ryan Burr,4.71,1.2857142857142858,,0.702,0.239,0.391,4.38,1.125,
2024-08-30,746665,Cincinnati Reds,Milwaukee Brewers,0,14,0,14,Emilio Pagán,4.25,1.3356164383561644,,0.704,0.232,0.399,4.2,2.4444444444444446,,Tobias Myers,2.99,1.1285846438482887,,0.742,0.254,0.409,3.64,0.6666666666666666,
2024-08-30,746749,Chicago White Sox,New York Mets,1,5,0,6,Davis Martin,2.96,1.4391143911439113,,0.618,0.22,0.341,4.86,1.6666666666666667,,Luis Severino,3.96,1.26232741617357,,0.74,0.249,0.42,4.11,0.6666666666666666,
2024-08-30,746353,Houston Astros,Kansas City Royals,3,2,1,5,Framber Valdez,3.11,1.1125916055962692,,0.74,0.261,0.419,3.72,0.5555555555555556,,Cole Ragans,3.28,1.1659192825112108,,0.735,0.256,0.422,3.9,1.3414634146341464,
2024-08-30,745052,Tampa Bay Rays,San Diego Padres,5,13,0,18,Taj Bradley,4.35,1.227106227106227,,0.674,0.23,0.369,3.97,2.333333333333333,,Yuki Matsui,3.38,1.134020618556701,,0.745,0.265,0.419,3.98,1.7777777777777777,
2024-08-30,745299,San Francisco Giants,Miami Marlins,3,1,1,4,Austin Warren,0.0,1.0,,0.702,0.24,0.393,4.17,0.5555555555555556,,Jesus Tinoco,3.38,1.0652920962199313,,0.669,0.24,0.373,4.75,1.25,
2024-08-30,746511,Colorado Rockies,Baltimore Orioles,3,5,0,8,Ryan Feltner,4.95,1.4319433516915816,,0.709,0.245,0.402,5.53,1.3333333333333333,,Dean Kremer,4.31,1.2732615083251717,,0.757,0.251,0.442,3.94,1.1111111111111112,
2024-08-30,744969,Texas Rangers,Oakland Athletics,2,9,0,11,Dane Dunning,5.38,1.4317425083240845,4.268571428571429,0.682,0.238,0.377,4.29,1.4444444444444444,"W, L, L, W, W",Mason Miller,2.08,0.8461538461538461,5.803999999999999,0.704,0.233,0.399,4.3,1.1111111111111112,"W, L, W, W, L"
2024-08-30,745533,Philadelphia Phillies,Atlanta Braves,2,7,0,9,Yunior Marte,6.92,1.8846153846153848,3.445,0.748,0.258,0.421,3.72,1.4444444444444444,,Dylan Lee,1.9,1.0576923076923077,3.821111111111111,0.723,0.242,0.416,3.64,1.0,
2024-08-30,746730,Cincinnati Reds,Milwaukee Brewers,4,5,0,9,Emilio Pagán,4.25,1.3356164383561644,,0.706,0.232,0.4,4.12,1.2,,Tobias Myers,2.99,1.1285846438482887,,0.737,0.253,0.405,3.67,1.2,
2024-08-30,746433,Detroit Tigers,Boston Red Sox,5,7,0,12,Sean Guenther,1.35,0.4838709677419354,,0.687,0.234,0.389,3.79,0.9,,Greg Weissert,3.88,1.4509803921568627,,0.759,0.258,0.436,4.13,1.0,
2024-08-29,746352,Houston Astros,Kansas City Royals,6,3,1,9,Framber Valdez,3.27,1.146051712089448,4.723333333333333,0.739,0.261,0.418,3.74,0.6666666666666666,"W, L, W, W, W",Cole Ragans,3.28,1.1659192825112108,5.392857142857143,0.737,0.257,0.424,3.9,1.5,"W, L, L, W, L"
2024-08-29,746432,Detroit Tigers,Los Angeles Angels,0,3,0,3,Sean Guenther,1.59,0.5769230769230769,,0.687,0.234,0.389,3.78,1.1111111111111112,,Johnny Cueto,7.15,1.5315315315315317,,0.673,0.231,0.37,4.55,1.1111111111111112,
2024-08-29,745945,Milwaukee Brewers,San Francisco Giants,6,0,1,6,Tobias Myers,2.99,1.1285846438482887,,0.736,0.253,0.404,3.67,0.4444444444444444,,Austin Warren,0.0,1.0,,0.703,0.241,0.394,4.19,2.0,
2024-08-29,746102,Los Angeles Dodgers,Baltimore Orioles,6,3,1,9,Daniel Hudson,2.58,0.9788867562380038,,0.764,0.252,0.435,3.71,1.0,,Dean Kremer,4.31,1.2732615083251717,,0.757,0.25,0.442,3.94,2.25,
2024-08-29,746748,Chicago White Sox,Texas Rangers,1,2,0,3,Davis Martin,2.96,1.4391143911439113,,0.62,0.22,0.342,4.86,1.0,,Dane Dunning,5.05,1.4121699196326063,,0.682,0.238,0.377,4.25,0.6666666666666666,
2024-08-29,745135,St. Louis Cardinals,San Diego Padres,4,1,1,5,Kyle Leahy,3.74,0.9976798143851509,,0.701,0.247,0.389,4.13,0.5555555555555556,,Yuki Matsui,3.38,1.134020618556701,,0.742,0.265,0.417,3.98,1.875,
2024-08-29,746914,Boston Red Sox,Toronto Blue Jays,0,2,0,2,Greg Weissert,3.88,1.4509803921568627,,0.759,0.258,0.435,4.14,1.1111111111111112,,Ryan Burr,4.71,1.2857142857142858,,0.704,0.239,0.392,4.39,0.2222222222222222,
2024-08-29,746670,Cincinnati Reds,Oakland Athletics,10,9,1,19,Emilio Pagán,4.4,1.3475177304964538,,0.706,0.232,0.4,4.13,1.8888888888888888,,Mason Miller,2.08,0.8461538461538461,,0.702,0.233,0.397,4.32,1.875,
2024-08-29,746514,Colorado Rockies,Miami Marlins,8,12,0,20,Ryan Feltner,4.95,1.4319433516915816,6.158571428571428,0.71,0.244,0.403,5.54,2.4444444444444446,,Jesus Tinoco,3.38,1.0652920962199313,5.5275,0.671,0.241,0.374,4.76,1.7777777777777777,
2024-08-29,747159,Arizona Diamondbacks,New York Mets,2,3,0,5,Eduardo Rodriguez,5.06,1.2322274881516586,,0.768,0.261,0.434,4.43,1.1111111111111112,,Luis Severino,3.96,1.26232741617357,,0.74,0.249,0.42,4.14,1.1111111111111112,
2024-08-29,745531,Philadelphia Phillies,Atlanta Braves,5,4,1,9,Yunior Marte,7.13,1.9166666666666667,,0.748,0.258,0.421,3.69,0.8888888888888888,,Dylan Lee,1.94,1.0784313725490196,,0.722,0.242,0.415,3.65,1.625,
2024-08-28,746589,Cleveland Guardians,Kansas City Royals,7,5,1,12,Eli Morgan,2.36,0.9923664122137404,,0.702,0.237,0.393,3.84,1.4444444444444444,,Cole Ragans,3.28,1.1659192825112108,,0.739,0.258,0.425,3.88,1.75,
2024-08-28,745134,St. Louis Cardinals,San Diego Padres,4,3,1,7,Kyle Leahy,3.74,0.9976798143851509,6.34375,0.699,0.247,0.388,4.15,1.4444444444444444,,Yuki Matsui,3.32,1.1403508771929824,3.6422222222222222,0.744,0.266,0.418,3.97,1.707317073170732,
2024-08-28,746103,Los Angeles Dodgers,Baltimore Orioles,6,4,1,10,Daniel Hudson,2.61,0.9375,6.062499999999999,0.762,0.251,0.434,3.72,0.8888888888888888,"W, L, W, W, W",Dean Kremer,4.31,1.2732615083251717,4.942857142857143,0.758,0.251,0.443,3.92,0.625,"L, W, W, L, L"
2024-08-28,747161,Arizona Diamondbacks,New York Mets,8,5,1,13,Eduardo Rodriguez,5.06,1.2322274881516586,,0.768,0.261,0.434,4.44,0.7777777777777778,,Luis Severino,3.96,1.26232741617357,,0.739,0.248,0.419,4.15,1.875,
2024-08-28,745452,Pittsburgh Pirates,Chicago Cubs,10,14,0,24,Paul Skenes,2.23,0.9541284403669724,4.175,0.678,0.236,0.375,4.11,2.555555555555556,,Daniel Palencia,7.11,2.1311475409836067,6.241999999999999,0.709,0.239,0.394,3.8,2.6666666666666665,
2024-08-28,746913,Boston Red Sox,Toronto Blue Jays,3,0,1,3,Greg Weissert,3.96,1.44,,0.763,0.259,0.438,4.16,0.3333333333333333,,Ryan Burr,4.71,1.2857142857142858,,0.704,0.239,0.392,4.42,1.0,
2024-08-28,746672,Cincinnati Reds,Oakland Athletics,6,9,0,15,Emilio Pagán,4.55,1.397058823529412,,0.703,0.232,0.399,4.09,1.5555555555555556,,Mason Miller,2.08,0.8461538461538461,,0.698,0.232,0.394,4.28,1.0,
2024-08-28,745211,Seattle Mariners,Tampa Bay Rays,6,2,1,8,Troy Taylor,1.42,0.9836065573770492,,0.666,0.216,0.364,3.5,0.8888888888888888,,Taj Bradley,3.77,1.157796451914099,,0.674,0.23,0.369,3.9,1.25,
2024-08-28,745866,Minnesota Twins,Atlanta Braves,1,5,0,6,Michael Tonkin,3.68,1.2272727272727273,,0.75,0.253,0.428,4.12,1.1111111111111112,,Dylan Lee,1.94,1.0784313725490196,,0.723,0.242,0.415,3.63,1.1111111111111112,
2024-08-28,745541,Philadelphia Phillies,Houston Astros,0,10,0,10,Cristopher Sánchez,3.51,1.273100616016427,,0.748,0.258,0.421,3.7,2.2222222222222223,,Framber Valdez,3.27,1.146051712089448,,0.74,0.261,0.419,3.77,0.7777777777777778,
2024-08-28,745943,Milwaukee Brewers,San Francisco Giants,5,3,1,8,Tobias Myers,2.99,1.1285846438482887,,0.735,0.253,0.404,3.7,1.1111111111111112,,Austin Warren,0.0,1.0,,0.706,0.242,0.396,4.17,1.5,
2024-08-28,746752,Chicago White Sox,Texas Rangers,3,4,0,7,Matt Foster,0.0,1.0,,0.622,0.221,0.343,4.88,1.3333333333333333,,Dane Dunning,5.05,1.4121699196326063,,0.682,0.238,0.377,4.28,1.5555555555555556,
2024-08-28,744809,Washington Nationals,New York Yankees,5,2,1,7,Jose A. Ferrer,4.6,1.3157894736842106,,0.69,0.245,0.378,4.24,1.1111111111111112,,Nestor Cortes,3.89,1.1419354838709677,,0.775,0.251,0.44,3.75,1.625,
2024-08-28,746430,Detroit Tigers,Los Angeles Angels,3,2,1,5,Sean Guenther,1.93,0.7142857142857143,3.8625,0.687,0.234,0.39,3.79,1.0,"L, W, W, L, W",Johnny Cueto,7.15,1.5315315315315317,5.596000000000001,0.673,0.231,0.37,4.58,1.375,"L, W, L, W, L"
2024-08-28,746512,Colorado Rockies,Miami Marlins,8,2,1,10,Ryan Feltner,4.95,1.4319433516915816,,0.706,0.244,0.4,5.5,1.1111111111111112,,Jesus Tinoco,3.67,1.0740740740740742,,0.668,0.24,0.372,4.73,1.875,
2024-08-27,745540,Philadelphia Phillies,Houston Astros,5,0,1,5,Cristopher Sánchez,3.51,1.273100616016427,,0.75,0.259,0.423,3.66,0.7777777777777778,,Framber Valdez,3.27,1.146051712089448,,0.736,0.26,0.416,3.8,1.5,
2024-08-27,746105,Los Angeles Dodgers,Baltimore Orioles,2,3,0,5,Daniel Hudson,2.61,0.9375,,0.765,0.252,0.435,3.73,1.3333333333333333,,Dean Kremer,4.31,1.2732615083251717,,0.761,0.252,0.445,3.94,1.1111111111111112,
2024-08-27,746594,Cleveland Guardians,Kansas City Royals,1,6,0,7,Eli Morgan,2.49,0.99601593625498,,0.7,0.236,0.392,3.83,1.3333333333333333,,Cole Ragans,3.28,1.1659192825112108,,0.739,0.258,0.425,3.86,0.5555555555555556,
2024-08-27,746916,Boston Red Sox,Toronto Blue Jays,6,3,1,9,Greg Weissert,3.96,1.44,,0.764,0.259,0.438,4.19,1.5555555555555556,,Ryan Burr,4.79,1.3366336633663367,,0.707,0.24,0.394,4.44,1.25,
2024-08-27,746510,Colorado Rockies,Miami Marlins,8,9,0,17,Ryan Feltner,4.95,1.4319433516915816,,0.706,0.244,0.4,5.53,2.0,,Jesus Tinoco,3.67,1.0740740740740742,,0.668,0.24,0.372,4.71,1.5555555555555556,
2024-08-27,745864,Minnesota Twins,Atlanta Braves,6,8,0,14,Jhoan Duran,3.77,1.162790697674419,,0.752,0.253,0.429,4.11,1.6,,Dylan Lee,1.94,1.0784313725490196,,0.723,0.243,0.415,3.65,1.8,
2024-08-27,746429,Detroit Tigers,Los Angeles Angels,6,2,1,8,Sean Guenther,1.93,0.7142857142857143,5.20125,0.687,0.234,0.39,3.82,0.7777777777777778,"L, W, W, L, W",Johnny Cueto,7.15,1.5315315315315317,4.831666666666667,0.674,0.232,0.371,4.59,0.875,"L, W, L, W, L"
2024-08-27,744811,Washington Nationals,New York Yankees,4,2,1,6,Jose A. Ferrer,4.91,1.4084507042253522,6.263333333333333,0.689,0.244,0.378,4.25,1.2222222222222223,,Nestor Cortes,3.89,1.1419354838709677,4.74375,0.776,0.251,0.441,3.74,1.0,
2024-08-27,745132,St. Louis Cardinals,San Diego Padres,5,7,0,12,Kyle Leahy,3.74,0.9976798143851509,,0.699,0.246,0.388,4.16,1.3333333333333333,,Yuki Matsui,3.32,1.1403508771929824,,0.744,0.265,0.418,3.97,1.7777777777777777,
2024-08-27,747162,Arizona Diamondbacks,New York Mets,3,8,0,11,Eduardo Rodriguez,3.94,1.25,,0.767,0.261,0.433,4.44,1.6666666666666667,,Luis Severino,3.84,1.2432065217391306,,0.741,0.249,0.42,4.12,0.7777777777777778,
2024-08-27,746671,Cincinnati Reds,Oakland Athletics,4,5,0,9,Emilio Pagán,3.38,1.2595419847328244,,0.704,0.232,0.399,4.05,1.4444444444444444,,Mason Miller,2.12,0.8235294117647058,,0.694,0.231,0.391,4.26,1.8888888888888888,
2024-08-27,746755,Chicago White Sox,Texas Rangers,1,3,0,4,Davis Martin,2.96,1.4391143911439113,,0.621,0.22,0.343,4.89,1.4444444444444444,,Dane Dunning,5.05,1.4121699196326063,,0.682,0.238,0.377,4.29,1.0,
2024-08-27,745461,Pittsburgh Pirates,Chicago Cubs,5,9,0,14,Paul Skenes,2.16,0.9423076923076924,,0.673,0.235,0.372,4.04,1.5555555555555556,,Daniel Palencia,7.71,1.9642857142857144,,0.706,0.238,0.393,3.76,1.5555555555555556,
2024-08-27,745213,Seattle Mariners,Tampa Bay Rays,2,3,0,5,Troy Taylor,1.42,0.9836065573770492,,0.664,0.215,0.362,3.51,0.8888888888888888,,Taj Bradley,3.77,1.157796451914099,,0.674,0.23,0.369,3.89,1.0,
2024-08-27,745946,Milwaukee Brewers,San Francisco Giants,4,5,0,9,Tobias Myers,2.99,1.1285846438482887,4.241250000000001,0.735,0.253,0.404,3.71,0.7777777777777778,"W, W, L, L, W",Logan Webb,3.24,1.2020316027088036,3.155,0.708,0.242,0.397,4.16,1.5555555555555556,"L, L, L, L, W"
2024-08-26,746753,Chicago White Sox,Detroit Tigers,3,6,0,9,Davis Martin,2.96,1.4391143911439113,,0.622,0.221,0.344,4.91,1.7777777777777777,,Sean Guenther,1.93,0.7142857142857143,,0.687,0.234,0.389,3.83,1.0,
2024-08-26,745865,Minnesota Twins,Atlanta Braves,6,10,0,16,Jhoan Duran,3.16,1.0900473933649288,4.157777777777778,0.751,0.253,0.429,4.09,1.8888888888888888,,Dylan Lee,1.95,1.095617529880478,4.27375,0.723,0.242,0.415,3.65,1.0,
2024-08-26,745133,St. Louis Cardinals,San Diego Padres,4,7,0,11,Shawn Armstrong,4.85,1.4890016920473772,,0.697,0.246,0.387,4.14,1.3333333333333333,,Yuki Matsui,3.38,1.1428571428571428,,0.744,0.265,0.418,3.96,1.4444444444444444,
2024-08-26,745215,Seattle Mariners,Tampa Bay Rays,5,1,1,6,Troy Taylor,1.69,1.1764705882352942,,0.665,0.216,0.363,3.51,0.2222222222222222,,Taj Bradley,3.77,1.157796451914099,,0.675,0.23,0.369,3.91,1.0,
2024-08-26,745458,Pittsburgh Pirates,Chicago Cubs,8,18,0,26,Paul Skenes,2.16,0.9423076923076924,,0.673,0.235,0.372,4.04,3.111111111111111,,Keegan Thompson,3.5,1.2222222222222223,,0.706,0.238,0.393,3.75,1.6666666666666667,
2024-08-26,745538,Philadelphia Phillies,Houston Astros,3,2,1,5,Cristopher Sánchez,3.51,1.273100616016427,,0.749,0.259,0.422,3.68,1.1,,Framber Valdez,3.27,1.146051712089448,,0.737,0.26,0.417,3.79,1.4444444444444444,
2024-08-26,746628,Cleveland Guardians,Kansas City Royals,3,4,0,7,Eli Morgan,2.49,0.99601593625498,,0.703,0.237,0.394,3.78,0.8888888888888888,,Cole Ragans,3.28,1.1659192825112108,,0.735,0.257,0.422,3.89,1.4444444444444444,
2024-08-26,746596,Cleveland Guardians,Kansas City Royals,4,9,0,13,Eli Morgan,2.49,0.99601593625498,,0.703,0.237,0.394,3.82,2.333333333333333,,Cole Ragans,3.28,1.1659192825112108,,0.738,0.258,0.424,3.88,1.1111111111111112,
2024-08-26,746915,Boston Red Sox,Toronto Blue Jays,3,7,0,10,Zack Kelly,2.58,1.09404990403071,,0.764,0.259,0.438,4.2,1.4444444444444444,,Ryan Burr,4.79,1.3366336633663367,,0.705,0.24,0.392,4.42,1.0,
2024-08-26,744813,Washington Nationals,New York Yankees,2,5,0,7,Jose A. Ferrer,5.14,1.4285714285714286,,0.689,0.244,0.377,4.28,1.6666666666666667,,Nestor Cortes,3.89,1.1419354838709677,,0.777,0.251,0.442,3.74,0.8888888888888888,
2024-08-26,746513,Colorado Rockies,Miami Marlins,3,2,1,5,Ryan Feltner,4.95,1.4319433516915816,,0.702,0.243,0.397,5.5,1.3333333333333333,,Jesus Tinoco,3.67,1.0740740740740742,,0.664,0.239,0.369,4.68,1.25,
2024-08-25,746023,Miami Marlins,Chicago Cubs,7,2,1,9,Brett de Geus,5.0,1.4444444444444444,,0.664,0.239,0.37,4.69,1.2222222222222223,,Keegan Thompson,3.5,1.2222222222222223,,0.7,0.235,0.389,3.72,1.5,
